date,symbol,forward_return,composite_zscore,Chaikin_Oscillator_aligned_z,ZScore_MA20_aligned_z,Mom_12M_Refined_aligned_z
2014-01-02,AXP,0.0032424035023721487,0.21535859379536723,0.1848635711918787,-0.7252816460603363,1.1864938562545593
2014-01-02,BA,0.0069507669141719575,0.7845478292160032,0.5562486300200123,-0.20260514237200292,2.0
2014-01-02,CAT,-0.0005565914050569276,-0.7022230944296358,-0.013318515703614132,-0.16634392626460276,-1.9270068413206907
2014-01-02,CSCO,-0.0009091401220160389,-1.3689294608015583,-2.0,-0.9831999502970784,-1.1235884321075966
2014-01-02,CVX,0.0016920306366994264,-0.16285000248065676,0.3785036048270336,-0.22543890228958244,-0.6416147099794215
2014-01-02,DD,-0.004558995658658804,-0.06999573583852335,-0.013282026893215532,-0.12146551766054696,-0.07523966296180756
2014-01-02,DIS,-0.0020976579657157046,-0.32313044329943547,-0.4170853879935892,-1.2977306444287802,0.745424702524063
2014-01-02,GE,-0.0007273749396107254,0.021356826580370903,-0.10324654209163847,0.04027874475703733,0.12703827707571386
2014-01-02,GS,0.007122900146361744,-0.022952479511825923,0.22909001417818856,-0.5774857022504245,0.2795382495367582
2014-01-02,HD,-0.0015846229717392246,-0.15194133009820066,0.5500134410101704,-1.1163979835455193,0.11056055224074704
2014-01-02,IBM,0.005983168015367468,-0.8046503781331723,0.27697136948556506,-0.7745373934706091,-1.916385110414473
2014-01-02,INTC,-0.0003880573413896915,-1.0996073850552082,-1.9186423139500892,-0.7843348237062445,-0.5958450175092911
2014-01-02,JNJ,0.009007641129198163,1.1430513298880562,0.7771567390178353,2.0,0.6519972506463336
2014-01-02,JPM,0.007730552022238157,-0.26651800055165314,-0.03672254670331728,-1.0233078330204326,0.2604763780687903
2014-01-02,KO,-0.004919146269627306,-0.5849824668184843,-0.5976319960556357,-0.2408920241763792,-0.916423380223438
2014-01-02,MCD,0.0013480544192914223,-0.1259023044857505,0.3134410926664516,0.17202013480580386,-0.8631681409295069
2014-01-02,MMM,0.0023166731789350248,0.1529441973478466,0.1467457818903454,-0.3748867082700223,0.6869735184232166
2014-01-02,MRK,0.004849721663939377,-0.30628704584860295,-0.8055749031194929,-0.06095798726163912,-0.052328247164676885
2014-01-02,MSFT,-0.006727666507746477,0.6220137159182636,-0.4770860854710022,1.3318852616341847,1.0112419715916083
2014-01-02,NKE,-0.002684336514266361,0.8274873397704458,0.26602026840173854,0.5910061349435312,1.6254356159660674
2014-01-02,PFE,0.0019702053943542186,1.0797923142271024,1.490011033796215,1.6786372738752993,0.07072863500979315
2014-01-02,PG,-0.00111820969770271,0.9405631671462591,0.9283992032565582,2.0,-0.10670970181778068
2014-01-02,T,-0.004291979053058448,-0.5416010902084398,-0.2613292245410364,-0.2576965943872951,-1.105777451696988
2014-01-02,TRV,-0.0019028697438572273,0.13731537798720836,0.38674804405928503,0.10183054387443914,-0.07663245397209908
2014-01-02,UNH,0.007107570539985675,0.2614449729005213,0.3721578678992081,-0.2677072345463769,0.6798842853487328
2014-01-02,UTX,0.003644611844249912,0.017814518947065667,0.06598418119457751,-0.500291355415455,0.4877507310620745
2014-01-02,V,0.0006785100245112474,-0.07605416208222564,-0.05274578098942689,-0.5945636720263775,0.41914696676912744
2014-01-02,VZ,-0.01183692943594794,0.13492113801795913,0.5839515783919016,0.3633877014829773,-0.5425758658210015
2014-01-02,WMT,-0.00329456168157205,0.3244776832703228,0.9172526692667081,0.4206548962949796,-0.3644745157507193
