date,symbol,forward_return,composite_zscore,Dollar_Volume_aligned_z,Chaikin_Oscillator_aligned_z,MFI_14_aligned_z
2010-01-04,AA,-0.03123069450350191,0.7117089155581134,0.3140412222035176,0.6014838776238828,1.21960164684694
2010-01-04,AXP,-0.0021996889193144353,0.25997591384277624,0.6966947105909275,0.23590220728649047,-0.15266917634908914
2010-01-04,BA,0.032751764265373184,-0.16366187881196095,0.5807600638642564,0.06682836775415354,-1.1385740680542928
2010-01-04,BAC,0.03250456236738075,-1.2340681436865513,-2.0,-2.0,0.29779556894034637
2010-01-04,CAT,0.011955916790104437,0.25789422089785835,0.5410147656747145,0.11453066487901228,0.11813723213984818
2010-01-04,CSCO,-0.004454835700024695,-0.10616830718442277,-1.0761566722366114,0.90150234133798,-0.14385059065463696
2010-01-04,CVX,0.0070829733068416,-0.030391053214634495,0.21784340543629593,-0.07936205587876341,-0.229654509201436
2010-01-04,DD,0.044551231435356664,0.7204584460993537,0.4470282328971742,0.8691108610012136,0.8452362443996732
2010-01-04,DIS,-0.0024946772763309033,-0.007206535068250243,0.3297128655962106,-0.20132314014018157,-0.15000933066077976
2010-01-04,GE,0.005178460171398003,-0.833055262021967,-0.5844428818861087,-0.2075850077317649,-1.707137896448027
2010-01-04,HD,0.0073245547899953856,0.16542399343727265,0.6191116999358893,-0.07145296017388068,-0.05138675945019068
2010-01-04,HPQ,0.004194488566375831,1.1963953732571495,0.2220500651222597,1.5908285888933023,1.7763074657558864
2010-01-04,IBM,-0.012080031432106453,0.6053529712177627,0.10394952098788236,0.5367832630773172,1.1753261295880886
2010-01-04,INTC,-0.000478902878580878,0.34847393718972347,-0.33367485442871103,0.3608726996760507,1.0182239663218309
2010-01-04,JNJ,-0.011595700106571294,0.041885462835388916,0.30951108338459776,-0.19681564930172227,0.012960954423291272
2010-01-04,JPM,0.01937032368451419,-0.02788368581526346,-1.2021980532696406,0.39716980859000606,0.7213771872338441
2010-01-04,KO,-0.012097045120548544,-0.40974581030197427,0.6554299010409693,-0.11367232737241763,-1.7709950045744745
2010-01-04,MCD,-0.007645401087989945,0.5179667432291274,0.6668088441118573,-0.09711116319205376,0.9842025487675785
2010-01-04,MMM,-0.006263400410622677,0.602135681318131,0.8611442930052436,0.20995008540847251,0.7353126655406769
2010-01-04,MRK,0.0040529186616875545,-0.0700332778534933,0.5146445623397213,-0.1928716137694948,-0.5318727821307064
2010-01-04,MSFT,0.0003230793987665237,0.2710181491630766,-0.9186285726457026,0.6607690046781868,1.0709140154567456
2010-01-04,PFE,-0.014262878517444455,-0.13339669939274942,0.010095215585971345,-0.8796185709478798,0.46933325718366015
2010-01-04,PG,0.0003274067118375079,-0.26819921258872575,0.38648489637845035,0.04359075156248495,-1.2346732857071125
2010-01-04,T,-0.004898454090710547,0.717117988981621,0.6068008324183208,0.4247085321078215,1.1198446024187207
2010-01-04,TRV,-0.023689772200679138,-0.06228548461992419,0.931111458708913,0.0726332246009932,-1.1906011371696787
2010-01-04,UTX,-0.014938579009863284,0.22177815712552607,0.5127248985626861,0.1459991652781706,0.006610407535721464
2010-01-04,VZ,0.0018028328012276162,0.17778595270858077,0.7078747289282463,-0.15945553690143685,-0.015061333901067104
2010-01-04,WMT,-0.009957967439420234,-0.42624602423959795,-0.7210048120485126,0.5795255489184321,-1.1372588095887133
2010-01-04,XOM,0.0039044138346169266,-1.4552763683469356,-1.308619254743687,-1.0572098502971197,-2.0
2010-01-05,AA,0.05207675810479939,-0.01335915294761277,-0.3149185742355116,-0.2220973427722412,0.49693845816491455
2010-01-05,AXP,0.016164606464780018,0.1416054421001988,0.45515231829068725,-0.10275195338097523,0.07241596139088437
2010-01-05,BA,0.03033425152779512,-0.14116983238031286,0.3352364008249109,-0.10399593334264812,-0.6547499646232013
2010-01-05,BAC,0.01172831896740889,0.20889650866238654,-2.0,2.0,0.6266895259871597
2010-01-05,CAT,0.003037426654825426,0.2936666261231829,0.7025412851978522,-0.19209432023012155,0.37055291340181795
2010-01-05,CSCO,-0.006509348371255164,0.39618463752717087,-0.3217423068311419,1.3812480929177489,0.12904812649490546
2010-01-05,CVX,0.0001259396016801695,0.2464117735170225,0.25266505993356303,-0.12443476712098037,0.6110050277384849
2010-01-05,DD,0.017716276102425654,1.211995537725912,0.38454551091825273,1.9839117415282983,1.2675293607311846
2010-01-05,DIS,-0.005314105482965625,-0.2416713856066853,0.587867030833262,-0.8749898862474755,-0.4378913014058423
2010-01-05,GE,-0.005151781874150996,-0.8574919762280335,-0.3445380157031408,-0.8374865213832764,-1.3904513915976833
2010-01-05,HD,-0.0034621925245510443,-0.11993003318581714,0.5358066838255173,-0.37320498794347845,-0.5223917954394903
2010-01-05,HPQ,-0.009302875259246779,1.4179818142936842,0.26796162259515927,2.0,1.9859838202858933
2010-01-05,IBM,-0.006496178264194019,0.36791309299219205,0.10132686546939919,0.2273342033672823,0.7750782101398946
2010-01-05,INTC,-0.003354773252686072,0.29662541071605547,-0.30849578528978944,0.5483882507317942,0.6499837667061616
2010-01-05,JNJ,0.008133846176885173,-0.35460353469456324,0.2865063943732507,-1.0105836469959162,-0.33973335146102407
2010-01-05,JPM,0.0054944422374603175,0.33554778733321716,-1.3172015028545216,1.3565736382929443,0.9672712265612288
2010-01-05,KO,-0.00035466923553784113,-0.9102608106280119,0.3447230839210426,-1.0755055158050786,-2.0
2010-01-05,MCD,-0.013643748442869863,0.10945863424439957,0.5804708806793658,-0.753455312885328,0.5013603349391609
2010-01-05,MMM,0.014181340585025737,0.3295513188534091,0.873116546559925,-0.2079488335925632,0.3234862435928656
2010-01-05,MRK,0.013455443639882825,-0.17224691076296614,0.5105048420823811,-0.735541342180684,-0.2917042321905955
2010-01-05,MSFT,-0.0061370217321146114,0.3612735845017668,-1.2343710794465577,0.9871647793633569,1.3310270535885012
2010-01-05,PFE,-0.0032155060999452534,-0.21671959048596975,0.30648927949058574,-1.5820821121859474,0.6254340612374524
2010-01-05,PG,-0.004743444236963712,-0.44376941691649674,0.4840542925396839,-0.22316950328951884,-1.5921930399996553
2010-01-05,T,-0.009823674807585503,0.5106904180224987,0.5197431408839377,-0.3994628828807337,1.4117909960642923
2010-01-05,TRV,-0.0141890995889139,-0.4718179612890722,0.7607384204958811,-0.5701264686907382,-1.6060658356723594
2010-01-05,UTX,-0.005243308247649958,-0.03766006291494687,0.6703846323612729,-0.32961909932010086,-0.45374572178601263
2010-01-05,VZ,-0.028753904730835722,-0.03769116439766268,0.5025659014497835,-0.08480277983437885,-0.5308366148083927
2010-01-05,WMT,-0.0022354121760438384,-0.5619688873748414,-0.0851457747906172,-0.6456394018116949,-0.955121485522212
2010-01-05,XOM,0.00864292112618803,-1.0161772791375503,-1.2164720339800432,-0.6869417513462395,-1.1451180520863682
2010-01-06,AA,-0.021214209840578313,0.1392155218632121,-0.310347611462398,-0.09128799294425947,0.8192821699962938
2010-01-06,AXP,0.016218969567007635,0.3761884728225809,0.5884645679801814,-0.10078469417524215,0.6408855446628035
2010-01-06,BA,0.040481759627744696,0.15421573808492073,0.30053949640103444,0.03676129974706539,0.1253464181066624
2010-01-06,BAC,0.0329470847952702,0.36415314284057226,-2.0,2.0,1.0924594285217168
2010-01-06,CAT,0.004038660848939557,0.42990412592880894,0.77499825306631,-0.17402679597798015,0.6887409206980969
2010-01-06,CSCO,0.0045044528424809105,0.13416762996315346,-0.0166599444246547,0.31434526807457225,0.10481756623954283
2010-01-06,CVX,-0.0037675245787635037,0.4076274282430988,0.20269119414787984,-0.03299824780627759,1.0531893383876942
2010-01-06,DD,0.0006448839713952825,0.8798157529780463,0.2207635513586963,0.8311464519987161,1.587537255576726
2010-01-06,DIS,0.000314223040740913,-0.3734446632975698,0.558311715096461,-0.5612685451658995,-1.117377159823271
2010-01-06,GE,0.0517796841011009,-0.7081845027187116,-0.13992365835721993,-0.6859936491594686,-1.298636200639446
2010-01-06,HD,0.011813269884097588,-0.09765007955709548,0.8075491490462393,-0.2984568015939729,-0.8020425861235528
2010-01-06,HPQ,0.000383126928534816,0.8214840686438301,0.3573319684880539,0.9736667620300771,1.133453475413359
2010-01-06,IBM,-0.0034612746766927716,0.2949561657072333,0.2890872407373648,-0.08777650226932353,0.6835577586536586
2010-01-06,INTC,-0.009614902546610793,0.25577429151666864,0.030161992211453256,0.27663732520926404,0.4605235571292886
2010-01-06,JNJ,-0.00713725001771115,-0.08084289057896117,0.054609000609491753,-0.4671904880192268,0.17005281567285155
2010-01-06,JPM,0.01980834362670203,0.6359146859643787,-0.5304435392129748,1.1035541180196775,1.3346334790864334
2010-01-06,KO,-0.0024855731356890898,-0.6876139068613017,0.4747212560929729,-0.5375629766768782,-2.0
2010-01-06,MCD,0.0073231888159783765,-0.07848526691727521,0.2901236898601443,-0.5641841002859291,0.03860460967395918
2010-01-06,MMM,0.0007172764622547234,0.17383190833141035,0.5971381996359855,-0.28290631782546444,0.20726384318371002
2010-01-06,MRK,0.001592929985285707,-0.03231133363229568,0.46817958079122063,-0.2150993262464953,-0.35001425544161235
2010-01-06,MSFT,-0.010399685754843069,-0.09845070132834059,-1.6561068954610445,0.37802921566214837,0.9827255758138744
2010-01-06,PFE,-0.0037636660753258555,-0.13397692559567054,0.33676937447534555,-1.1067826948713884,0.36808254360903125
2010-01-06,PG,-0.005423368911228077,-0.407334725721274,0.3754157137469225,-0.07226756799892335,-1.5251523229118211
2010-01-06,T,-0.011227784637056981,0.10444449178986692,0.4663718536476017,-1.059808846209356,0.9067704679313551
2010-01-06,TRV,0.014393327952650026,-0.564427858411562,0.46706264274691484,-0.39258109606862474,-1.767765121912976
2010-01-06,UTX,0.004274222876466949,-0.26629172605950835,0.6924352223166566,-0.3481175962820892,-1.1431928042130923
2010-01-06,VZ,-0.005952490154294887,-0.38600514080823184,0.1275134955054581,-0.4727447444674596,-0.8127841734626938
2010-01-06,WMT,0.000560347700711894,-0.5338141433851472,0.1561188943793044,-0.814174863253276,-0.9433864612814701
2010-01-06,XOM,-0.003141705515013804,-0.7389979807802488,-1.657101232145639,-0.0669856730784227,-0.4929070371166846
2010-01-07,AA,0.02468410194440307,0.1514413156035914,0.080365134574016,0.0032425459223251077,0.37071626631443305
2010-01-07,AXP,-0.0007151592261140927,0.36143556781552805,0.41529683712810395,-0.10766525189609556,0.7766751182145757
2010-01-07,BA,-0.00964619140640377,0.4446639661253311,-0.0837146750608333,0.12789895328488884,1.2898076201519377
2010-01-07,BAC,-0.00885973445629773,0.4780624636246051,-2.0,2.0,1.4341873908738152
2010-01-07,CAT,0.01122846392879362,0.18313072153736587,0.5190933136186463,-0.18024820596432595,0.2105470569577773
2010-01-07,CSCO,0.00529997349801814,0.2586324447888455,0.16645810897947994,0.30182153765284453,0.3076176877342121
2010-01-07,CVX,0.001764624484335231,0.24765821084983938,0.2910099889049811,-0.10138173956876112,0.5533463832132981
2010-01-07,DD,0.003543910795248184,0.741471281004582,0.526306947849325,0.422773613177591,1.2753332819868302
2010-01-07,DIS,0.0015709033408928263,-0.48617183482915394,0.5126456854366545,-0.3992242434156321,-1.571936946508484
2010-01-07,GE,0.02153874759456542,-0.7773234772722866,-1.9450205289262383,-0.3376625182534759,-0.04928738463714526
2010-01-07,HD,-0.004807643084224655,-0.16646071373265725,0.49261972032118156,-0.2238826925391601,-0.7681191689799932
2010-01-07,HPQ,0.007471157464580269,0.5095816460181201,0.3709317585466925,0.34794182894042996,0.8098713505672377
2010-01-07,IBM,0.010034661927538213,0.11035435691245159,0.2477747087948024,-0.21025139717738864,0.293539759119941
2010-01-07,INTC,0.011164697847454885,0.3381722250351748,-0.11370879091528255,0.2452919318167695,0.8829335342040373
2010-01-07,JNJ,0.003438097038368504,-0.16394970455012906,0.24703936325360984,-0.39502402389391633,-0.34386445301008073
2010-01-07,JPM,-0.0024553323983987907,0.5729943625663085,-0.8741207231098758,1.0522209303220469,1.5408828804867545
2010-01-07,KO,-0.01850828550132866,-0.6169421747090112,0.5081369422358932,-0.35896346636292714,-2.0
2010-01-07,MCD,-0.0009693330087194862,0.05687666163388925,0.4161925936442145,-0.4767185712911655,0.23115596254861875
2010-01-07,MMM,0.007046674782369644,0.17695420862239386,0.5019672961823741,-0.25958774854906863,0.28848307823387614
2010-01-07,MRK,-0.0005301321982870144,-0.0024428662622487662,0.46458901393158086,-0.13281126210896788,-0.3391063506093593
2010-01-07,MSFT,0.006896410360148542,0.0033816581055640484,-0.6502270869249499,0.12615613687509636,0.5342159243665456
2010-01-07,PFE,0.008094741277155482,-0.2655557968140084,0.32157684452198276,-1.0559195377775374,-0.062324697186470594
2010-01-07,PG,-0.0013214999918700343,-0.5771280254645408,0.36599642994724607,-0.0973805063408685,-2.0
2010-01-07,T,-0.007326302685856212,0.06247281330352831,0.42457777770496014,-1.2287393840377334,0.9915800462433582
2010-01-07,TRV,-0.001439487125552752,-0.3006321086414005,0.5862635414674676,-0.33510099480882327,-1.153058872582846
2010-01-07,UTX,0.001985716033168883,-0.4885533961809791,0.5337088050194122,-0.30274511212842153,-1.6966238814339278
2010-01-07,VZ,0.0006303414618273884,-0.34612585734294826,0.3728282352432953,-0.6152605693327492,-0.795945237939391
